Mito,Mito-IMS,Mito-Matrix,Mito-MIM,Mito-MOM,OXPHOS,mtComplexI,PlasmaMembrane,Golgi,Lysosome,LysoTMs,ER,Endosome,EndoType,Cytoplasm,Nucleus,Autophagy,Autophagy_det,SynGO,Endo_iN_curated_Hundley,SynapseSVs,Presynaptic,Postsynaptic,EndoDetailed,EndoDetailLoac,NeuroDev,EndoLyso,EarlyEndosome,RecyclingEndosome,SVfusion,Svendocytosis,Svexocytosis
,,,,,,,OR2AP1,,,,,,,,FAM9B,,,RPS2,,,,,,,,,,,,,
,,,,,,,OR2AT4,,,,,,,,BRCA2,,,RPS20,,,,,,,,,,,,,
,,,,,,,OR2B11,,,,,,,,GDF15,,,RPS21,,,,,,,,,,,,,
,,,,,,,OR2B2,,,,,,,,HMGB1,,,RPS23,,,,,,,,,,,,,
,,,,,,,OR2B3,,,,,,,,JMJD6,,,RPS23P1,,,,,,,,,,,,,
,,,,,,,OR2B6,,,,,,,,ZNF354C,,,RPS24,,,,,,,,,,,,,
,,,,,,,OR2B8P,,,,,,,,MEX3D,,,RPS25,,,,,,,,,,,,,
,,,,,,,OR2C1,,,,,,,,PLAAT1,,,RPS26,,,,,,,,,,,,,
,,,,,,,OR2C3,,,,,,,,SFR1,,,RPS27,,,,,,,,,,,,,
,,,,,,,OR2D2,,,,,,,,FBXO11,,,RPS27A,,,,,,,,,,,,,
,,,,,,,OR2D3,,,,,,,,ETS1,,,RPS28,,,,,,,,,,,,,
,,,,,,,OR2F1,,,,,,,,CEBPZ,,,RPS3,,,,,,,,,,,,,
,,,,,,,OR2F2,,,,,,,,EDF1,,,RPS3A,,,,,,,,,,,,,
,,,,,,,OR2G2,,,,,,,,SYNE2,,,RPS4X,,,,,,,,,,,,,
,,,,,,,OR2G3,,,,,,,,CRTC1,,,RPS5,,,,,,,,,,,,,
,,,,,,,OR2G6,,,,,,,,MIDN,,,RPS6,,,,,,,,,,,,,
,,,,,,,OR2H1,,,,,,,,BRD4,,,RPS6KA1,,,,,,,,,,,,,
,,,,,,,OR2H2,,,,,,,,METTL23,,,RPS6KA4,,,,,,,,,,,,,
,,,,,,,OR2I1P,,,,,,,,APOBEC1,,,RPS6KA5,,,,,,,,,,,,,
,,,,,,,OR2J1,,,,,,,,HNF4A,,,RPS6KA6,,,,,,,,,,,,,
,,,,,,,OR2J2,,,,,,,,KDM5C,,,RPS6KB1,,,,,,,,,,,,,
,,,,,,,OR2J3,,,,,,,,NAA10,,,RPS6KC1,,,,,,,,,,,,,
,,,,,,,OR2K2,,,,,,,,BUD31,,,RPS7,,,,,,,,,,,,,
,,,,,,,OR2L13,,,,,,,,RGS2,,,RPS8,,,,,,,,,,,,,
,,,,,,,OR2L2,,,,,,,,H3C1,,,RPS9,,,,,,,,,,,,,
,,,,,,,OR2L3,,,,,,,,NFYC,,,RPSA,,,,,,,,,,,,,
,,,,,,,OR2L5,,,,,,,,RUNX2,,,RTN3,,,,,,,,,,,,,
,,,,,,,OR2L8,,,,,,,,BRMS1,,,RTN4,,,,,,,,,,,,,
,,,,,,,OR2M2,,,,,,,,PREB,,,RTN4R,,,,,,,,,,,,,
,,,,,,,OR2M3,,,,,,,,NDUFAF3,,,RYK,,,,,,,,,,,,,
,,,,,,,OR2M4,,,,,,,,LYRM4,,,S1PR1,,,,,,,,,,,,,
,,,,,,,OR2M5,,,,,,,,TP53,,,S1PR2,,,,,,,,,,,,,
,,,,,,,OR2M7,,,,,,,,ERBB2,,,S1PR3,,,,,,,,,,,,,
,,,,,,,OR2S2,,,,,,,,SRA1,,,S1PR4,,,,,,,,,,,,,
,,,,,,,OR2T1,,,,,,,,CIR1,,,S1PR5,,,,,,,,,,,,,
,,,,,,,OR2T10,,,,,,,,METTL3,,,SACM1L,,,,,,,,,,,,,
,,,,,,,OR2T11,,,,,,,,PABPN1,,,SAMD4A,,,,,,,,,,,,,
,,,,,,,OR2T12,,,,,,,,PHC1,,,SARM1,,,,,,,,,,,,,
,,,,,,,OR2T2,,,,,,,,SRPK2,,,SCAMP1,,,,,,,,,,,,,
,,,,,,,OR2T27,,,,,,,,PIP4K2B,,,SCAMP5,,,,,,,,,,,,,
,,,,,,,OR2T29,,,,,,,,GTF2I,,,SCG2,,,,,,,,,,,,,
,,,,,,,OR2T3,,,,,,,,PITX1,,,SCN10A,,,,,,,,,,,,,
,,,,,,,OR2T33,,,,,,,,TRA2A,,,SCN11A,,,,,,,,,,,,,
,,,,,,,OR2T34,,,,,,,,FGF12,,,SCN1A,,,,,,,,,,,,,
,,,,,,,OR2T35,,,,,,,,MAGOH,,,SCN2A,,,,,,,,,,,,,
,,,,,,,OR2T4,,,,,,,,DGKZ,,,SCN8A,,,,,,,,,,,,,
,,,,,,,OR2T5,,,,,,,,SNW1,,,SCRIB,,,,,,,,,,,,,
,,,,,,,OR2T6,,,,,,,,RPL15,,,SCRN1,,,,,,,,,,,,,
,,,,,,,OR2T7,,,,,,,,TDG,,,SDC2,,,,,,,,,,,,,
,,,,,,,OR2T8,,,,,,,,IRF5,,,SDCBP,,,,,,,,,,,,,
,,,,,,,OR2V1,,,,,,,,NEUROD1,,,SEC22B,,,,,,,,,,,,,
,,,,,,,OR2V2,,,,,,,,UBE2L3,,,SEMA3A,,,,,,,,,,,,,
,,,,,,,OR2W1,,,,,,,,S100B,,,SEMA3F,,,,,,,,,,,,,
,,,,,,,OR2W3,,,,,,,,HDAC1,,,SEMA4B,,,,,,,,,,,,,
,,,,,,,OR2W5,,,,,,,,PIN1,,,SEMA4C,,,,,,,,,,,,,
,,,,,,,OR2W6P,,,,,,,,PRP4K,,,SEMA4D,,,,,,,,,,,,,
,,,,,,,OR2Y1,,,,,,,,ASAH1,,,SEMA4F,,,,,,,,,,,,,
,,,,,,,OR2Z1,,,,,,,,MED21,,,SEMA7A,,,,,,,,,,,,,
,,,,,,,OR3A1,,,,,,,,TNRC18,,,SENP1,,,,,,,,,,,,,
,,,,,,,OR3A2,,,,,,,,APOBEC3H,,,SENP5,,,,,,,,,,,,,
,,,,,,,OR3A3,,,,,,,,USP37,,,SENP6,,,,,,,,,,,,,
,,,,,,,OR3A4P,,,,,,,,MRNIP,,,SENP7,,,,,,,,,,,,,
,,,,,,,OR4A15,,,,,,,,ANXA1,,,SEPTIN11,,,,,,,,,,,,,
,,,,,,,OR4A16,,,,,,,,CSTB,,,SEPTIN2,,,,,,,,,,,,,
,,,,,,,OR4A47,,,,,,,,PPIL2,,,SEPTIN3,,,,,,,,,,,,,
,,,,,,,OR4A4P,,,,,,,,KLF1,,,SEPTIN4,,,,,,,,,,,,,
,,,,,,,OR4A5,,,,,,,,SP140,,,SEPTIN5,,,,,,,,,,,,,
,,,,,,,OR4A8,,,,,,,,ATXN7,,,SEPTIN6,,,,,,,,,,,,,
,,,,,,,OR4B1,,,,,,,,CDCA7,,,SEPTIN7,,,,,,,,,,,,,
,,,,,,,OR4C11,,,,,,,,EEF1B2,,,SEPTIN8,,,,,,,,,,,,,
,,,,,,,OR4C12,,,,,,,,RTEL1,,,SEPTIN9,,,,,,,,,,,,,
,,,,,,,OR4C13,,,,,,,,ATM,,,SEZ6L,,,,,,,,,,,,,
,,,,,,,OR4C15,,,,,,,,CASC3,,,SFPQ,,,,,,,,,,,,,
,,,,,,,OR4C16,,,,,,,,UBD,,,SGIP1,,,,,,,,,,,,,
,,,,,,,OR4C3,,,,,,,,DONSON,,,SGTA,,,,,,,,,,,,,
,,,,,,,OR4C45,,,,,,,,NIBAN2,,,SH3GL1,,,,,,,,,,,,,
,,,,,,,OR4C46,,,,,,,,BCLAF1,,,SH3GL2,,,,,,,,,,,,,
,,,,,,,OR4C5,,,,,,,,DACT1,,,SH3GL3,,,,,,,,,,,,,
,,,,,,,OR4C6,,,,,,,,HHEX,,,SH3GLB2,,,,,,,,,,,,,
,,,,,,,OR4D1,,,,,,,,UHRF1,,,SH3KBP1,,,,,,,,,,,,,
,,,,,,,OR4D10,,,,,,,,CRBN,,,SHANK1,,,,,,,,,,,,,
,,,,,,,OR4D11,,,,,,,,UBE2N,,,SHANK2,,,,,,,,,,,,,
,,,,,,,OR4D2,,,,,,,,MMS19,,,SHANK3,,,,,,,,,,,,,
,,,,,,,OR4D5,,,,,,,,TERF2IP,,,SHARPIN,,,,,,,,,,,,,
,,,,,,,OR4D6,,,,,,,,DTWD1,,,SHH,,,,,,,,,,,,,
,,,,,,,OR4D9,,,,,,,,PNKP,,,SHISA6,,,,,,,,,,,,,
,,,,,,,OR4E1,,,,,,,,PPP1R16B,,,SHISA7,,,,,,,,,,,,,
,,,,,,,OR4E2,,,,,,,,ATOH8,,,SHISA9,,,,,,,,,,,,,
,,,,,,,OR4F15,,,,,,,,RSF1,,,SHROOM4,,,,,,,,,,,,,
,,,,,,,OR4F17,,,,,,,,NMI,,,SIGMAR1,,,,,,,,,,,,,
,,,,,,,OR4F21,,,,,,,,CLN3,,,SIPA1L1,,,,,,,,,,,,,
,,,,,,,OR4F3,,,,,,,,NR5A1,,,SIPA1L2,,,,,,,,,,,,,
,,,,,,,OR4F4,,,,,,,,NCBP3,,,SIPA1L3,,,,,,,,,,,,,
,,,,,,,OR4F5,,,,,,,,CACTIN,,,SIRT2,,,,,,,,,,,,,
,,,,,,,OR4F6,,,,,,,,FER,,,SKP1,,,,,,,,,,,,,
,,,,,,,OR4K1,,,,,,,,NAP1L4,,,SLC10A4,,,,,,,,,,,,,
,,,,,,,OR4K13,,,,,,,,GATAD1,,,SLC12A5,,,,,,,,,,,,,
,,,,,,,OR4K14,,,,,,,,USP11,,,SLC16A1,,,,,,,,,,,,,
,,,,,,,OR4K15,,,,,,,,HOXA9,,,SLC16A7,,,,,,,,,,,,,
,,,,,,,OR4K17,,,,,,,,HOXA10,,,SLC17A5,,,,,,,,,,,,,
,,,,,,,OR4K2,,,,,,,,TMEM72,,,SLC17A6,,,,,,,,,,,,,
,,,,,,,OR4K3,,,,,,,,GSN,,,SLC17A7,,,,,,,,,,,,,
,,,,,,,OR4K5,,,,,,,,ZCCHC8,,,SLC17A8,,,,,,,,,,,,,
,,,,,,,OR4L1,,,,,,,,ZNF85,,,SLC18A1,,,,,,,,,,,,,
,,,,,,,OR4M1,,,,,,,,ABRAXAS1,,,SLC18A2,,,,,,,,,,,,,
,,,,,,,OR4M2,,,,,,,,YWHAG,,,SLC18A3,,,,,,,,,,,,,
,,,,,,,OR4N2,,,,,,,,HNRNPK,,,SLC1A1,,,,,,,,,,,,,
,,,,,,,OR4N4,,,,,,,,WDR5,,,SLC1A2,,,,,,,,,,,,,
,,,,,,,OR4N5,,,,,,,,UFM1,,,SLC1A6,,,,,,,,,,,,,
,,,,,,,OR4P4,,,,,,,,SUMO2,,,SLC1A7,,,,,,,,,,,,,
,,,,,,,OR4Q2,,,,,,,,PCNP,,,SLC22A2,,,,,,,,,,,,,
,,,,,,,OR4Q3,,,,,,,,CAVIN1,,,SLC24A2,,,,,,,,,,,,,
,,,,,,,OR4S1,,,,,,,,TYMS,,,SLC29A1,,,,,,,,,,,,,
,,,,,,,OR4S2,,,,,,,,PLCZ1,,,SLC2A3,,,,,,,,,,,,,
,,,,,,,OR4X1,,,,,,,,H2BC14,,,SLC2A4,,,,,,,,,,,,,
,,,,,,,OR4X2,,,,,,,,SUMO1P1,,,SLC30A1,,,,,,,,,,,,,
,,,,,,,OR51A2,,,,,,,,NAIF1,,,SLC30A3,,,,,,,,,,,,,
,,,,,,,OR51A4,,,,,,,,PARG,,,SLC32A1,,,,,,,,,,,,,
,,,,,,,OR51A7,,,,,,,,METTL16,,,SLC3A2,,,,,,,,,,,,,
,,,,,,,OR51B2,,,,,,,,THOC6,,,SLC4A8,,,,,,,,,,,,,
,,,,,,,OR51B4,,,,,,,,ADARB1,,,SLC6A1,,,,,,,,,,,,,
,,,,,,,OR51B5,,,,,,,,HNRNPUL1,,,SLC6A11,,,,,,,,,,,,,
,,,,,,,OR51B6,,,,,,,,PRKDC,,,SLC6A17,,,,,,,,,,,,,
,,,,,,,OR51D1,,,,,,,,FOXL2,,,SLC6A2,,,,,,,,,,,,,
,,,,,,,OR51E1,,,,,,,,DTNB,,,SLC6A3,,,,,,,,,,,,,
,,,,,,,OR51F1,,,,,,,,NAA20,,,SLC6A4,,,,,,,,,,,,,
,,,,,,,OR51F2,,,,,,,,EIF2S3,,,SLC6A5,,,,,,,,,,,,,
,,,,,,,OR51G1,,,,,,,,PRDM16,,,SLC6A6,,,,,,,,,,,,,
,,,,,,,OR51G2,,,,,,,,PMAIP1,,,SLC6A7,,,,,,,,,,,,,
,,,,,,,OR51H1,,,,,,,,RRAGC,,,SLC6A8,,,,,,,,,,,,,
,,,,,,,OR51I1,,,,,,,,CLSPN,,,SLC6A9,,,,,,,,,,,,,
,,,,,,,OR51I2,,,,,,,,THOC5,,,SLC8A1,,,,,,,,,,,,,
,,,,,,,OR51J1,,,,,,,,RUNX3,,,SLC8A2,,,,,,,,,,,,,
,,,,,,,OR51L1,,,,,,,,PIDD1,,,SLC8A3,,,,,,,,,,,,,
,,,,,,,OR51M1,,,,,,,,XPO5,,,SLC9A6,,,,,,,,,,,,,
,,,,,,,OR51Q1,,,,,,,,ELL3,,,SLIT2,,,,,,,,,,,,,
,,,,,,,OR51S1,,,,,,,,CDK2,,,SLITRK1,,,,,,,,,,,,,
,,,,,,,OR51T1,,,,,,,,CCNF,,,SLITRK2,,,,,,,,,,,,,
,,,,,,,OR51V1,,,,,,,,SP110,,,SLITRK3,,,,,,,,,,,,,
,,,,,,,OR52A1,,,,,,,,KBTBD6,,,SLITRK4,,,,,,,,,,,,,
,,,,,,,OR52A4P,,,,,,,,BCL2L12,,,SLITRK5,,,,,,,,,,,,,
,,,,,,,OR52A5,,,,,,,,MYG1,,,SMO,,,,,,,,,,,,,
,,,,,,,OR52B2,,,,,,,,GAPDH,,,SNAP23,,,,,,,,,,,,,
,,,,,,,OR52B4,,,,,,,,ALYREF,,,SNAP25,,,,,,,,,,,,,
,,,,,,,OR52B6,,,,,,,,NMNAT1,,,SNAP29,,,,,,,,,,,,,
,,,,,,,OR52D1,,,,,,,,TEN1,,,SNAP47,,,,,,,,,,,,,
,,,,,,,OR52E1,,,,,,,,TRIM39,,,SNAP91,,,,,,,,,,,,,
,,,,,,,OR52E2,,,,,,,,TRIM69,,,SNAPIN,,,,,,,,,,,,,
,,,,,,,OR52E4,,,,,,,,CHD8,,,SNCA,,,,,,,,,,,,,
,,,,,,,OR52E5,,,,,,,,DUSP3,,,SNCB,,,,,,,,,,,,,
,,,,,,,OR52E6,,,,,,,,CHCT1,,,SNPH,,,,,,,,,,,,,
,,,,,,,OR52E8,,,,,,,,MSL2,,,SNX1,,,,,,,,,,,,,
,,,,,,,OR52H1,,,,,,,,HORMAD1,,,SNX14,,,,,,,,,,,,,
,,,,,,,OR52I1,,,,,,,,CWC22,,,SNX16,,,,,,,,,,,,,
,,,,,,,OR52I2,,,,,,,,HNRNPL,,,SNX27,,,,,,,,,,,,,
,,,,,,,OR52J3,,,,,,,,POU2F1,,,SNX4,,,,,,,,,,,,,
,,,,,,,OR52K1,,,,,,,,METTL14,,,SNX6,,,,,,,,,,,,,
,,,,,,,OR52K2,,,,,,,,STK11,,,SNX9,,,,,,,,,,,,,
,,,,,,,OR52L1,,,,,,,,PIH1D1,,,SORCS3,,,,,,,,,,,,,
,,,,,,,OR52L2P,,,,,,,,CHD1L,,,SORT1,,,,,,,,,,,,,
,,,,,,,OR52M1,,,,,,,,NLRC5,,,SOS1,,,,,,,,,,,,,
,,,,,,,OR52N1,,,,,,,,BCL6,,,SPARC,,,,,,,,,,,,,
,,,,,,,OR52N2,,,,,,,,ETV5,,,SPARCL1,,,,,,,,,,,,,
,,,,,,,OR52N4,,,,,,,,GTF2H3,,,SPHK1,,,,,,,,,,,,,
,,,,,,,OR52N5,,,,,,,,GTF2H2,,,SPOCK1,,,,,,,,,,,,,
,,,,,,,OR52P1P,,,,,,,,KLF9,,,SPTAN1,,,,,,,,,,,,,
,,,,,,,OR52R1,,,,,,,,PTK6,,,SPTB,,,,,,,,,,,,,
,,,,,,,OR52W1,,,,,,,,ZC3HC1,,,SPTBN1,,,,,,,,,,,,,
,,,,,,,OR52Z1,,,,,,,,NEK6,,,SPTBN2,,,,,,,,,,,,,
,,,,,,,OR56A1,,,,,,,,PYDC2,,,SQSTM1,,,,,,,,,,,,,
,,,,,,,OR56A3,,,,,,,,EXOSC2,,,SRC,,,,,,,,,,,,,
,,,,,,,OR56A4,,,,,,,,CBX8,,,SRCIN1,,,,,,,,,,,,,
,,,,,,,OR56A5,,,,,,,,PKP1,,,SRGAP2,,,,,,,,,,,,,
,,,,,,,OR56B1,,,,,,,,DUX4L9,,,SRGAP2B,,,,,,,,,,,,,
,,,,,,,OR56B2P,,,,,,,,BCL9L,,,SRGAP2C,,,,,,,,,,,,,
,,,,,,,OR56B4,,,,,,,,SMG6,,,SRGAP3,,,,,,,,,,,,,
,,,,,,,OR5A1,,,,,,,,NFE4,,,SRPK2,,,,,,,,,,,,,
,,,,,,,OR5A2,,,,,,,,ZNF589,,,SRPX2,,,,,,,,,,,,,
,,,,,,,OR5AC1,,,,,,,,SNRPB,,,SST,,,,,,,,,,,,,
,,,,,,,OR5AC2,,,,,,,,ERCC6,,,STAT3,,,,,,,,,,,,,
,,,,,,,OR5AK2,,,,,,,,MEAF6,,,STAU1,,,,,,,,,,,,,
,,,,,,,OR5AK3P,,,,,,,,MAGI2,,,STAU2,,,,,,,,,,,,,
,,,,,,,OR5AL1,,,,,,,,CCNB1,,,STK38,,,,,,,,,,,,,
,,,,,,,OR5AN1,,,,,,,,PKM,,,STK38L,,,,,,,,,,,,,
,,,,,,,OR5AP2,,,,,,,,TCTN3,,,STON2,,,,,,,,,,,,,
,,,,,,,OR5AR1,,,,,,,,TLK2,,,STRN,,,,,,,,,,,,,
,,,,,,,OR5AS1,,,,,,,,MTDH,,,STRN3,,,,,,,,,,,,,
,,,,,,,OR5AU1,,,,,,,,CCNE1,,,STRN4,,,,,,,,,,,,,
,,,,,,,OR5B12,,,,,,,,FHL1,,,STX12,,,,,,,,,,,,,
,,,,,,,OR5B17,,,,,,,,MEFV,,,STX16,,,,,,,,,,,,,
,,,,,,,OR5B2,,,,,,,,KDM6A,,,STX1A,,,,,,,,,,,,,
,,,,,,,OR5B21,,,,,,,,EEF1A1,,,STX1B,,,,,,,,,,,,,
,,,,,,,OR5B3,,,,,,,,DYRK1A,,,STX2,,,,,,,,,,,,,
,,,,,,,OR5C1,,,,,,,,TP53BP2,,,STX3,,,,,,,,,,,,,
,,,,,,,OR5D13,,,,,,,,RNF113A,,,STX4,,,,,,,,,,,,,
,,,,,,,OR5D14,,,,,,,,CUL4A,,,STX6,,,,,,,,,,,,,
,,,,,,,OR5D16,,,,,,,,CUL3,,,STX7,,,,,,,,,,,,,
,,,,,,,OR5D18,,,,,,,,MTMR2,,,STXBP1,,,,,,,,,,,,,
,,,,,,,OR5F1,,,,,,,,DNASE1L3,,,STXBP5,,,,,,,,,,,,,
,,,,,,,OR5G3,,,,,,,,FGF10,,,STXBP5L,,,,,,,,,,,,,
,,,,,,,OR5H1,,,,,,,,NANOGP8,,,SUMO1,,,,,,,,,,,,,
,,,,,,,OR5H14,,,,,,,,HMBOX1,,,SUMO2,,,,,,,,,,,,,
,,,,,,,OR5H15,,,,,,,,C9orf78,,,SUMO3,,,,,,,,,,,,,
,,,,,,,OR5H2,,,,,,,,STX1B,,,SUSD4,,,,,,,,,,,,,
,,,,,,,OR5H6,,,,,,,,PCGF5,,,SV2A,,,,,,,,,,,,,
,,,,,,,OR5H8,,,,,,,,NPM2,,,SV2B,,,,,,,,,,,,,
,,,,,,,OR5I1,,,,,,,,MAX,,,SV2C,,,,,,,,,,,,,
,,,,,,,OR5J2,,,,,,,,PICALM,,,SVOP,,,,,,,,,,,,,
,,,,,,,OR5K1,,,,,,,,BIRC2,,,SWAP70,,,,,,,,,,,,,
,,,,,,,OR5K2,,,,,,,,SRSP,,,SYDE1,,,,,,,,,,,,,
,,,,,,,OR5K3,,,,,,,,BIRC3,,,SYDE2,,,,,,,,,,,,,
,,,,,,,OR5K4,,,,,,,,SMAD4,,,SYN1,,,,,,,,,,,,,
,,,,,,,OR5L1,,,,,,,,MYCN,,,SYN2,,,,,,,,,,,,,
,,,,,,,OR5L2,,,,,,,,BIRC5,,,SYN3,,,,,,,,,,,,,
,,,,,,,OR5M1,,,,,,,,YY2,,,SYNCRIP,,,,,,,,,,,,,
,,,,,,,OR5M10,,,,,,,,POLR2F,,,SYNDIG1,,,,,,,,,,,,,
,,,,,,,OR5M11,,,,,,,,NFATC2,,,SYNE1,,,,,,,,,,,,,
,,,,,,,OR5M3,,,,,,,,FOXE3,,,SYNGAP1,,,,,,,,,,,,,
,,,,,,,OR5M8,,,,,,,,NVL,,,SYNGR1,,,,,,,,,,,,,
,,,,,,,OR5M9,,,,,,,,COPS2,,,SYNGR3,,,,,,,,,,,,,
,,,,,,,OR5P2,,,,,,,,HDAC3,,,SYNJ1,,,,,,,,,,,,,
,,,,,,,OR5P3,,,,,,,,FANCA,,,SYNJ2,,,,,,,,,,,,,
,,,,,,,OR5R1,,,,,,,,SF3B2,,,SYNPO,,,,,,,,,,,,,
,,,,,,,OR5T1,,,,,,,,NR3C1,,,SYNPR,,,,,,,,,,,,,
,,,,,,,OR5T2,,,,,,,,TP73,,,SYP,,,,,,,,,,,,,
,,,,,,,OR5T3,,,,,,,,IKZF1,,,SYPL1,,,,,,,,,,,,,
,,,,,,,OR5V1,,,,,,,,ILK,,,SYT1,,,,,,,,,,,,,
,,,,,,,OR5W2,,,,,,,,SRP54,,,SYT10,,,,,,,,,,,,,
,,,,,,,OR6A2,,,,,,,,DHRS2,,,SYT11,,,,,,,,,,,,,
,,,,,,,OR6B1,,,,,,,,NR2F2,,,SYT12,,,,,,,,,,,,,
,,,,,,,OR6B2,,,,,,,,TRIM28,,,SYT17,,,,,,,,,,,,,
,,,,,,,OR6B3,,,,,,,,SAGE1,,,SYT2,,,,,,,,,,,,,
,,,,,,,OR6C1,,,,,,,,MAD2L1,,,SYT3,,,,,,,,,,,,,
,,,,,,,OR6C2,,,,,,,,TBXT,,,SYT4,,,,,,,,,,,,,
,,,,,,,OR6C3,,,,,,,,DDX56,,,SYT5,,,,,,,,,,,,,
,,,,,,,OR6C4,,,,,,,,TRIM24,,,SYT6,,,,,,,,,,,,,
,,,,,,,OR6C6,,,,,,,,PLSCR1,,,SYT7,,,,,,,,,,,,,
,,,,,,,OR6C65,,,,,,,,POLR1C,,,SYT9,,,,,,,,,,,,,
,,,,,,,OR6C68,,,,,,,,GPS2,,,TAC1,,,,,,,,,,,,,
,,,,,,,OR6C70,,,,,,,,ERCC8,,,TACC3,,,,,,,,,,,,,
,,,,,,,OR6C74,,,,,,,,AATF,,,TACR1,,,,,,,,,,,,,
,,,,,,,OR6C75,,,,,,,,STRBP,,,TAFA4,,,,,,,,,,,,,
,,,,,,,OR6C76,,,,,,,,TBX2,,,TAGLN3,,,,,,,,,,,,,
,,,,,,,OR6F1,,,,,,,,LSM1,,,TAMALIN,,,,,,,,,,,,,
,,,,,,,OR6J1,,,,,,,,SMAD7,,,TANC1,,,,,,,,,,,,,
,,,,,,,OR6K2,,,,,,,,PPP4R2,,,TANC2,,,,,,,,,,,,,
,,,,,,,OR6K3,,,,,,,,COMMD1,,,TAOK2,,,,,,,,,,,,,
,,,,,,,OR6K6,,,,,,,,SMC6,,,TBC1D2,,,,,,,,,,,,,
,,,,,,,OR6M1,,,,,,,,SRPK1,,,TBC1D24,,,,,,,,,,,,,
,,,,,,,OR6N1,,,,,,,,MCM9,,,TBC1D2B,,,,,,,,,,,,,
,,,,,,,OR6N2,,,,,,,,ESX1,,,TDRD1,,,,,,,,,,,,,
,,,,,,,OR6P1,,,,,,,,TRMT1,,,TDRD5,,,,,,,,,,,,,
,,,,,,,OR6Q1,,,,,,,,CWC25,,,TDRD6,,,,,,,,,,,,,
,,,,,,,OR6S1,,,,,,,,POLA1,,,TENM1,,,,,,,,,,,,,
,,,,,,,OR6T1,,,,,,,,CCNL2,,,TENM2,,,,,,,,,,,,,
,,,,,,,OR6V1,,,,,,,,ELOF1,,,TENM3,,,,,,,,,,,,,
,,,,,,,OR6X1,,,,,,,,TRIB1,,,TENM4,,,,,,,,,,,,,
,,,,,,,OR6Y1,,,,,,,,RANBP9,,,TENT2,,,,,,,,,,,,,
,,,,,,,OR7A10,,,,,,,,WRNIP1,,,TERF2,,,,,,,,,,,,,
,,,,,,,OR7A17,,,,,,,,RFWD3,,,TFRC,,,,,,,,,,,,,
,,,,,,,OR7A2P,,,,,,,,PML,,,TGOLN2,,,,,,,,,,,,,
,,,,,,,OR7A5,,,,,,,,TNK2,,,THY1,,,,,,,,,,,,,
,,,,,,,OR7C1,,,,,,,,RPSA,,,TIAM1,,,,,,,,,,,,,
,,,,,,,OR7C2,,,,,,,,PPARA,,,TLN2,,,,,,,,,,,,,
,,,,,,,OR7D2,,,,,,,,POLE,,,TMEM108,,,,,,,,,,,,,
,,,,,,,OR7D4,,,,,,,,MCL1,,,TMEM163,,,,,,,,,,,,,
,,,,,,,OR7E24,,,,,,,,BAX,,,TMEM230,,,,,,,,,,,,,
,,,,,,,OR7G1,,,,,,,,POU2F3,,,TMEM240,,,,,,,,,,,,,
,,,,,,,OR7G2,,,,,,,,JPH2,,,TMUB1,,,,,,,,,,,,,
,,,,,,,OR7G3,,,,,,,,UTF1,,,TNC,,,,,,,,,,,,,
,,,,,,,OR8A1,,,,,,,,ZNF219,,,TNIK,,,,,,,,,,,,,
,,,,,,,OR8B12,,,,,,,,CTNND1,,,TNK2,,,,,,,,,,,,,
,,,,,,,OR8B2,,,,,,,,CIRBP,,,TNR,,,,,,,,,,,,,
,,,,,,,OR8B3,,,,,,,,MCM3,,,TPD52,,,,,,,,,,,,,
,,,,,,,OR8B4,,,,,,,,MGRN1,,,TPRG1L,,,,,,,,,,,,,
,,,,,,,OR8B8,,,,,,,,HNRNPA2B1,,,TRAF6,,,,,,,,,,,,,
,,,,,,,OR8D1,,,,,,,,KDM5A,,,TRAPPC4,,,,,,,,,,,,,
,,,,,,,OR8D2,,,,,,,,SET,,,TRIM3,,,,,,,,,,,,,
,,,,,,,OR8D4,,,,,,,,GBP2,,,TRIM47,,,,,,,,,,,,,
,,,,,,,OR8G1,,,,,,,,ZEB2,,,TRIM9,,,,,,,,,,,,,
,,,,,,,OR8G2P,,,,,,,,NUPR1,,,TRIO,,,,,,,,,,,,,
,,,,,,,OR8G3P,,,,,,,,RORA,,,TRPC1,,,,,,,,,,,,,
,,,,,,,OR8G5,,,,,,,,SUMO3,,,TRPC5,,,,,,,,,,,,,
,,,,,,,OR8H1,,,,,,,,ADRA1B,,,TRPV1,,,,,,,,,,,,,
,,,,,,,OR8H2,,,,,,,,ADRA1A,,,TSC1,,,,,,,,,,,,,
,,,,,,,OR8H3,,,,,,,,APC,,,TSC2,,,,,,,,,,,,,
,,,,,,,OR8I2,,,,,,,,SNU13,,,TSPAN7,,,,,,,,,,,,,
,,,,,,,OR8J1,,,,,,,,RPL22,,,TSPOAP1,,,,,,,,,,,,,
,,,,,,,OR8J3,,,,,,,,POU2F2,,,TTYH1,,,,,,,,,,,,,
,,,,,,,OR8K1,,,,,,,,SNRNP70,,,TUBA1A,,,,,,,,,,,,,
,,,,,,,OR8K3,,,,,,,,RERE,,,TUBB,,,,,,,,,,,,,
,,,,,,,OR8K5,,,,,,,,STARD9,,,TUBB2B,,,,,,,,,,,,,
,,,,,,,OR8S1,,,,,,,,MDM2,,,TUFM,,,,,,,,,,,,,
